Business_name,latitude,longitude,zipcode,category,lifeline_num,lifeline_name,Source
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,77027,massmedia,5,Communications,Yelp
002houston Magazine,29.775631,-95.3767014,77007,massmedia,5,Communications,Yelp
Channel 13 Ktrk Tv,29.72602,-95.4293299,77005,massmedia,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,77005,massmedia,5,Communications,Yelp
Kprc Tv Channel 2,29.69011,-95.527509,77074,massmedia,5,Communications,Yelp
Natural Awakenings,29.8024504,-95.4054369,77008,massmedia,5,Communications,Yelp
97.5 The Ticket - ESPN Radio,29.735937,-95.54177,77042,massmedia,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,77046,massmedia,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,77056,massmedia,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.7430839538574,-95.3866958618164,77006,massmedia,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,77002,massmedia,5,Communications,Yelp
Univision,29.7279726,-95.464885,77056,massmedia,5,Communications,Yelp
Public News,29.763056,-95.363056,77246,massmedia,5,Communications,Yelp
Intown Magazine,29.7335766,-95.4240424,77098,massmedia,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.7438259124756,-95.3877944946289,77006,massmedia,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,77056,massmedia,5,Communications,Yelp
Cheap Postcards,29.735014,-95.423405,77098,massmedia,5,Communications,Yelp
Papercity Magazine,29.73323,-95.43052,77046,massmedia,5,Communications,Yelp
Postal Zone,29.7470519,-95.4860167,77057,postoffices,5,Communications,Yelp
United States Post Office,29.7441231051584,-95.3681939959467,77002,postoffices,5,Communications,Yelp
US Post Office,29.7391719818115,-95.4370040893555,77027,postoffices,5,Communications,Yelp
United States Postal Service,29.69386,-95.418102,77025,postoffices,5,Communications,Yelp
USPS,29.80382,-95.48806,77055,postoffices,5,Communications,Yelp
USPS,29.7298601381977,-95.5588891354275,77042,postoffices,5,Communications,Yelp
U S Post Office,29.874221,-95.5483543,77040,postoffices,5,Communications,Yelp
US Post Office,29.6943043,-95.3881408,77054,postoffices,5,Communications,Yelp
US Post Office - Greenbriar,29.7327423095703,-95.4137420654297,77098,postoffices,5,Communications,Yelp
US Post Office,29.7340417,-95.4991678,77057,postoffices,5,Communications,Yelp
USPS,29.705315,-95.549904,77036,postoffices,5,Communications,Yelp
United States Post Office,29.7317327,-95.3758872,77004,postoffices,5,Communications,Yelp
US Post Office - University,29.7338256835938,-95.3959732055664,77006,postoffices,5,Communications,Yelp
US Post Office,29.781943389113,-95.5578517276001,77024,postoffices,5,Communications,Yelp
USPS,29.70803,-95.49749,77074,postoffices,5,Communications,Yelp
USPS,29.7240049418693,-95.442854541103,77005,postoffices,5,Communications,Yelp
United States Postal Service,29.7067194633024,-95.4740640532951,77081,postoffices,5,Communications,Yelp
United States Postal Service,29.75751,-95.36129,77002,postoffices,5,Communications,Yelp
United States Postal Service-USPS,29.8203951,-95.4433435,77018,postoffices,5,Communications,Yelp
USPS Post Office,29.8043975830078,-95.3794708251953,77009,postoffices,5,Communications,Yelp
United States Post Office,29.7441231051584,-95.3681939959467,77002,postoffices,5,Communications,Yelp
US Post Office,29.7391719818115,-95.4370040893555,77027,postoffices,5,Communications,Yelp
United States Postal Service,29.69386,-95.418102,77025,postoffices,5,Communications,Yelp
USPS,29.80382,-95.48806,77055,postoffices,5,Communications,Yelp
USPS,29.7298601381977,-95.5588891354275,77042,postoffices,5,Communications,Yelp
U S Post Office,29.874221,-95.5483543,77040,postoffices,5,Communications,Yelp
US Post Office,29.6943043,-95.3881408,77054,postoffices,5,Communications,Yelp
US Post Office - Greenbriar,29.7327423095703,-95.4137420654297,77098,postoffices,5,Communications,Yelp
US Post Office,29.7340417,-95.4991678,77057,postoffices,5,Communications,Yelp
USPS,29.705315,-95.549904,77036,postoffices,5,Communications,Yelp
United States Post Office,29.7317327,-95.3758872,77004,postoffices,5,Communications,Yelp
US Post Office - University,29.7338256835938,-95.3959732055664,77006,postoffices,5,Communications,Yelp
US Post Office,29.781943389113,-95.5578517276001,77024,postoffices,5,Communications,Yelp
USPS,29.70803,-95.49749,77074,postoffices,5,Communications,Yelp
USPS,29.7240049418693,-95.442854541103,77005,postoffices,5,Communications,Yelp
United States Postal Service,29.7067194633024,-95.4740640532951,77081,postoffices,5,Communications,Yelp
United States Postal Service,29.75751,-95.36129,77002,postoffices,5,Communications,Yelp
United States Postal Service-USPS,29.8203951,-95.4433435,77018,postoffices,5,Communications,Yelp
USPS Post Office,29.8043975830078,-95.3794708251953,77009,postoffices,5,Communications,Yelp
United States Post Office,29.739123,-95.461723,77056,postoffices,5,Communications,Yelp
US Post Office,29.7391719818115,-95.4370040893555,77027,postoffices,5,Communications,Yelp
United States Postal Service,29.69386,-95.418102,77025,postoffices,5,Communications,Yelp
USPS,29.80382,-95.48806,77055,postoffices,5,Communications,Yelp
USPS,29.7298601381977,-95.5588891354275,77042,postoffices,5,Communications,Yelp
U S Post Office,29.874221,-95.5483543,77040,postoffices,5,Communications,Yelp
US Post Office,29.6943043,-95.3881408,77054,postoffices,5,Communications,Yelp
US Post Office - Greenbriar,29.7327423095703,-95.4137420654297,77098,postoffices,5,Communications,Yelp
US Post Office,29.7340417,-95.4991678,77057,postoffices,5,Communications,Yelp
USPS,29.705315,-95.549904,77036,postoffices,5,Communications,Yelp
United States Post Office,29.7317327,-95.3758872,77004,postoffices,5,Communications,Yelp
US Post Office - University,29.7338256835938,-95.3959732055664,77006,postoffices,5,Communications,Yelp
US Post Office,29.781943389113,-95.5578517276001,77024,postoffices,5,Communications,Yelp
USPS,29.70803,-95.49749,77074,postoffices,5,Communications,Yelp
USPS,29.7240049418693,-95.442854541103,77005,postoffices,5,Communications,Yelp
United States Postal Service,29.7067194633024,-95.4740640532951,77081,postoffices,5,Communications,Yelp
United States Postal Service,29.75751,-95.36129,77002,postoffices,5,Communications,Yelp
United States Postal Service-USPS,29.8203951,-95.4433435,77018,postoffices,5,Communications,Yelp
USPS Post Office,29.8043975830078,-95.3794708251953,77009,postoffices,5,Communications,Yelp
United States Post Office,29.739123,-95.461723,77056,postoffices,5,Communications,Yelp
Rice University Post Office,29.7138325465688,-95.4071495710695,77005,postoffices,5,Communications,Yelp
United States Postal Service,29.69386,-95.418102,77025,postoffices,5,Communications,Yelp
USPS,29.80382,-95.48806,77055,postoffices,5,Communications,Yelp
USPS,29.7298601381977,-95.5588891354275,77042,postoffices,5,Communications,Yelp
U S Post Office,29.874221,-95.5483543,77040,postoffices,5,Communications,Yelp
US Post Office,29.6943043,-95.3881408,77054,postoffices,5,Communications,Yelp
US Post Office - Greenbriar,29.7327423095703,-95.4137420654297,77098,postoffices,5,Communications,Yelp
US Post Office,29.7340417,-95.4991678,77057,postoffices,5,Communications,Yelp
USPS,29.705315,-95.549904,77036,postoffices,5,Communications,Yelp
United States Post Office,29.7317327,-95.3758872,77004,postoffices,5,Communications,Yelp
US Post Office - University,29.7338256835938,-95.3959732055664,77006,postoffices,5,Communications,Yelp
US Post Office,29.781943389113,-95.5578517276001,77024,postoffices,5,Communications,Yelp
USPS,29.70803,-95.49749,77074,postoffices,5,Communications,Yelp
USPS,29.7240049418693,-95.442854541103,77005,postoffices,5,Communications,Yelp
United States Postal Service,29.7067194633024,-95.4740640532951,77081,postoffices,5,Communications,Yelp
United States Postal Service,29.75751,-95.36129,77002,postoffices,5,Communications,Yelp
United States Postal Service-USPS,29.8203951,-95.4433435,77018,postoffices,5,Communications,Yelp
USPS Post Office,29.8043975830078,-95.3794708251953,77009,postoffices,5,Communications,Yelp
United States Post Office,29.739123,-95.461723,77056,postoffices,5,Communications,Yelp
Rice University Post Office,29.7138325465688,-95.4071495710695,77005,postoffices,5,Communications,Yelp
USPS Post Office,29.75653,-95.36332,77010,postoffices,5,Communications,Yelp
KPFT FM 90.1 Pacifica Radio,29.7430839538574,-95.3866958618164,77006,radiostations,5,Communications,Yelp
KTSU 90.9 FM,29.7201829279306,-95.3593745589452,77004,radiostations,5,Communications,Yelp
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,77027,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,77005,radiostations,5,Communications,Yelp
97.5 The Ticket - ESPN Radio,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.7430839538574,-95.3866958618164,77006,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,77002,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.7438259124756,-95.3877944946289,77006,radiostations,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
KBXX 97.9 The Box,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,77002,radiostations,5,Communications,Yelp
Krbe Fm 104.1,29.73593,-95.54177,77042,radiostations,5,Communications,Yelp
CBS Sports Radio 650,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
MIX 96.5 FM KHMX,29.7305298,-95.4408722,77046,radiostations,5,Communications,Yelp
103.7 Jack FM,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Khcb-Christian Radio,29.7266693115234,-95.415885925293,77098,radiostations,5,Communications,Yelp
Radio One,29.730221,-95.4408173,77046,radiostations,5,Communications,Yelp
Kikk Am Business Radio,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
KTSU 90.9 FM,29.7201829279306,-95.3593745589452,77004,radiostations,5,Communications,Yelp
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,77027,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,77005,radiostations,5,Communications,Yelp
97.5 The Ticket - ESPN Radio,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.7430839538574,-95.3866958618164,77006,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,77002,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.7438259124756,-95.3877944946289,77006,radiostations,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
KBXX 97.9 The Box,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,77002,radiostations,5,Communications,Yelp
Krbe Fm 104.1,29.73593,-95.54177,77042,radiostations,5,Communications,Yelp
CBS Sports Radio 650,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
MIX 96.5 FM KHMX,29.7305298,-95.4408722,77046,radiostations,5,Communications,Yelp
103.7 Jack FM,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Khcb-Christian Radio,29.7266693115234,-95.415885925293,77098,radiostations,5,Communications,Yelp
Radio One,29.730221,-95.4408173,77046,radiostations,5,Communications,Yelp
Kikk Am Business Radio,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
U M W Scottish Rite Grand Ldg Af & Am of Texas,29.755975,-95.378974,77019,radiostations,5,Communications,Yelp
94.5 THE BUZZ KTBZ-FM,29.7467675,-95.4574043,77027,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,77005,radiostations,5,Communications,Yelp
97.5 The Ticket - ESPN Radio,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.7430839538574,-95.3866958618164,77006,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,77002,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.7438259124756,-95.3877944946289,77006,radiostations,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
KBXX 97.9 The Box,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,77002,radiostations,5,Communications,Yelp
Krbe Fm 104.1,29.73593,-95.54177,77042,radiostations,5,Communications,Yelp
CBS Sports Radio 650,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
MIX 96.5 FM KHMX,29.7305298,-95.4408722,77046,radiostations,5,Communications,Yelp
103.7 Jack FM,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Khcb-Christian Radio,29.7266693115234,-95.415885925293,77098,radiostations,5,Communications,Yelp
Radio One,29.730221,-95.4408173,77046,radiostations,5,Communications,Yelp
Kikk Am Business Radio,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
U M W Scottish Rite Grand Ldg Af & Am of Texas,29.755975,-95.378974,77019,radiostations,5,Communications,Yelp
SIGA Broadcasting,29.7943653,-95.4093895,77008,radiostations,5,Communications,Yelp
KTRU FM 91.7 - Rice University Radio,29.720531,-95.396408,77005,radiostations,5,Communications,Yelp
97.5 The Ticket - ESPN Radio,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Hot 95.7 KKHH,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Country Legends 97.1,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
Technology Bytes on KPFT 90.1FM,29.7430839538574,-95.3866958618164,77006,radiostations,5,Communications,Yelp
Amazing FM,29.745626,-95.36577,77002,radiostations,5,Communications,Yelp
Ktrh Am 740 Newsradio,29.7438259124756,-95.3877944946289,77006,radiostations,5,Communications,Yelp
KHPT 106.9 FM,29.74546,-95.46318,77056,radiostations,5,Communications,Yelp
KBXX 97.9 The Box,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
Arrow 93.7 KKRW FM,29.75712,-95.36442,77002,radiostations,5,Communications,Yelp
Krbe Fm 104.1,29.73593,-95.54177,77042,radiostations,5,Communications,Yelp
CBS Sports Radio 650,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
MIX 96.5 FM KHMX,29.7305298,-95.4408722,77046,radiostations,5,Communications,Yelp
103.7 Jack FM,29.735937,-95.54177,77042,radiostations,5,Communications,Yelp
Khcb-Christian Radio,29.7266693115234,-95.415885925293,77098,radiostations,5,Communications,Yelp
Radio One,29.730221,-95.4408173,77046,radiostations,5,Communications,Yelp
Kikk Am Business Radio,29.73053,-95.44087,77046,radiostations,5,Communications,Yelp
U M W Scottish Rite Grand Ldg Af & Am of Texas,29.755975,-95.378974,77019,radiostations,5,Communications,Yelp
SIGA Broadcasting,29.7943653,-95.4093895,77008,radiostations,5,Communications,Yelp
KBME 790 Sports Radio,29.7438259124756,-95.3877944946289,77006,radiostations,5,Communications,Yelp
Channel 13 Ktrk Tv,29.72602,-95.4293299,77005,televisionstations,5,Communications,Yelp
Kprc Tv Channel 2,29.69011,-95.527509,77074,televisionstations,5,Communications,Yelp
Univision,29.7279726,-95.464885,77056,televisionstations,5,Communications,Yelp
KRIV Fox 26,29.72838,-95.44687,77027,televisionstations,5,Communications,Yelp
Van TV 55.2,29.705117,-95.555739,77036,televisionstations,5,Communications,Yelp
Channel 13 KTRK TV,29.75703,-95.35662,77002,televisionstations,5,Communications,Yelp
CW39 Houston KIAH-TV,29.7238,-95.5019499,77063,televisionstations,5,Communications,Yelp
Telemundo Houston KTMD-TV Channel 47,29.8000392862604,-95.4204810227539,77008,televisionstations,5,Communications,Yelp
KRIV FOX TV,29.73446,-95.54803,77042,televisionstations,5,Communications,Yelp
KUBE 57 Studios,29.7416,-95.4845886,77057,televisionstations,5,Communications,Yelp
Kprc Tv Channel 2,29.69011,-95.527509,77074,televisionstations,5,Communications,Yelp
Univision,29.7279726,-95.464885,77056,televisionstations,5,Communications,Yelp
KRIV Fox 26,29.72838,-95.44687,77027,televisionstations,5,Communications,Yelp
Van TV 55.2,29.705117,-95.555739,77036,televisionstations,5,Communications,Yelp
Channel 13 KTRK TV,29.75703,-95.35662,77002,televisionstations,5,Communications,Yelp
CW39 Houston KIAH-TV,29.7238,-95.5019499,77063,televisionstations,5,Communications,Yelp
Telemundo Houston KTMD-TV Channel 47,29.8000392862604,-95.4204810227539,77008,televisionstations,5,Communications,Yelp
KRIV FOX TV,29.73446,-95.54803,77042,televisionstations,5,Communications,Yelp
KUBE 57 Studios,29.7416,-95.4845886,77057,televisionstations,5,Communications,Yelp
Univision,29.7279726,-95.464885,77056,televisionstations,5,Communications,Yelp
KRIV Fox 26,29.72838,-95.44687,77027,televisionstations,5,Communications,Yelp
Van TV 55.2,29.705117,-95.555739,77036,televisionstations,5,Communications,Yelp
Channel 13 KTRK TV,29.75703,-95.35662,77002,televisionstations,5,Communications,Yelp
CW39 Houston KIAH-TV,29.7238,-95.5019499,77063,televisionstations,5,Communications,Yelp
Telemundo Houston KTMD-TV Channel 47,29.8000392862604,-95.4204810227539,77008,televisionstations,5,Communications,Yelp
KRIV FOX TV,29.73446,-95.54803,77042,televisionstations,5,Communications,Yelp
KUBE 57 Studios,29.7416,-95.4845886,77057,televisionstations,5,Communications,Yelp
KRIV Fox 26,29.72838,-95.44687,77027,televisionstations,5,Communications,Yelp
Van TV 55.2,29.705117,-95.555739,77036,televisionstations,5,Communications,Yelp
Channel 13 KTRK TV,29.75703,-95.35662,77002,televisionstations,5,Communications,Yelp
CW39 Houston KIAH-TV,29.7238,-95.5019499,77063,televisionstations,5,Communications,Yelp
Telemundo Houston KTMD-TV Channel 47,29.8000392862604,-95.4204810227539,77008,televisionstations,5,Communications,Yelp
KRIV FOX TV,29.73446,-95.54803,77042,televisionstations,5,Communications,Yelp
KUBE 57 Studios,29.7416,-95.4845886,77057,televisionstations,5,Communications,Yelp
JJ Auto Body,29.796743,-95.366165,77009,auto,6,Transportation,Yelp
Dent Dogs Inc,29.7484861,-95.4699173,77056,auto,6,Transportation,Yelp
Executive Motorsports,29.79062269378154,-95.544259,77055,auto,6,Transportation,Yelp
Houston Car Stereo,29.7331359,-95.5019117,77057,auto,6,Transportation,Yelp
Super Tint & Alarms,29.8162307739258,-95.4289093017578,77018,auto,6,Transportation,Yelp
Able Auto Glass,29.68259,-95.39328,77054,auto,6,Transportation,Yelp
Executive Tint,29.73519,-95.50061,77057,auto,6,Transportation,Yelp
Hallelujah Hand Car Wash & Detailing,29.73183,-95.4734299,77056,auto,6,Transportation,Yelp
Ryan Automotive Glass & Collision Center,29.74833,-95.38949,77006,auto,6,Transportation,Yelp
Eagle Hand Carwash,29.8,-95.40985,77008,auto,6,Transportation,Yelp
Carriage Glass & Detail Company,29.73472,-95.390176,77006,auto,6,Transportation,Yelp
Dr Wheel Mobile Service - Houston,29.7213668823242,-95.3472213745117,77204,auto,6,Transportation,Yelp
Uptown Automotive,29.7113325,-95.474081,77081,auto,6,Transportation,Yelp
Atlas Auto Glass Paint and Body,29.7480460181167,-95.3875761932135,77006,auto,6,Transportation,Yelp
Santa Ana Body Shop,29.8202,-95.47108,77092,auto,6,Transportation,Yelp
Brookston Body Shop,29.79542,-95.41135,77008,auto,6,Transportation,Yelp
Hare Repair,29.72713,-95.48122,77057,auto,6,Transportation,Yelp
Master Auto Body & Upholstery,29.718034,-95.520729,77036,auto,6,Transportation,Yelp
Midtown Auto Service,29.7289485931396,-95.3769149780273,77004,auto,6,Transportation,Yelp
My Rock Chip,29.73561668395996,-95.41667175292969,77098,auto,6,Transportation,Yelp
Dent Dogs Inc,29.7484861,-95.4699173,77056,auto,6,Transportation,Yelp
Executive Motorsports,29.79062269378154,-95.544259,77055,auto,6,Transportation,Yelp
Houston Car Stereo,29.7331359,-95.5019117,77057,auto,6,Transportation,Yelp
Super Tint & Alarms,29.8162307739258,-95.4289093017578,77018,auto,6,Transportation,Yelp
Able Auto Glass,29.68259,-95.39328,77054,auto,6,Transportation,Yelp
Executive Tint,29.73519,-95.50061,77057,auto,6,Transportation,Yelp
Hallelujah Hand Car Wash & Detailing,29.73183,-95.4734299,77056,auto,6,Transportation,Yelp
Ryan Automotive Glass & Collision Center,29.74833,-95.38949,77006,auto,6,Transportation,Yelp
Eagle Hand Carwash,29.8,-95.40985,77008,auto,6,Transportation,Yelp
Carriage Glass & Detail Company,29.73472,-95.390176,77006,auto,6,Transportation,Yelp
Dr Wheel Mobile Service - Houston,29.7213668823242,-95.3472213745117,77204,auto,6,Transportation,Yelp
Uptown Automotive,29.7113325,-95.474081,77081,auto,6,Transportation,Yelp
Atlas Auto Glass Paint and Body,29.7480460181167,-95.3875761932135,77006,auto,6,Transportation,Yelp
Santa Ana Body Shop,29.8202,-95.47108,77092,auto,6,Transportation,Yelp
Brookston Body Shop,29.79542,-95.41135,77008,auto,6,Transportation,Yelp
Hare Repair,29.72713,-95.48122,77057,auto,6,Transportation,Yelp
Master Auto Body & Upholstery,29.718034,-95.520729,77036,auto,6,Transportation,Yelp
Midtown Auto Service,29.7289485931396,-95.3769149780273,77004,auto,6,Transportation,Yelp
My Rock Chip,29.73561668395996,-95.41667175292969,77098,auto,6,Transportation,Yelp
EaDo Hand Car Wash,29.7423724750506,-95.3514676046427,77003,auto,6,Transportation,Yelp
Executive Motorsports,29.79062269378154,-95.544259,77055,auto,6,Transportation,Yelp
Houston Car Stereo,29.7331359,-95.5019117,77057,auto,6,Transportation,Yelp
Super Tint & Alarms,29.8162307739258,-95.4289093017578,77018,auto,6,Transportation,Yelp
Able Auto Glass,29.68259,-95.39328,77054,auto,6,Transportation,Yelp
Executive Tint,29.73519,-95.50061,77057,auto,6,Transportation,Yelp
Hallelujah Hand Car Wash & Detailing,29.73183,-95.4734299,77056,auto,6,Transportation,Yelp
Ryan Automotive Glass & Collision Center,29.74833,-95.38949,77006,auto,6,Transportation,Yelp
Eagle Hand Carwash,29.8,-95.40985,77008,auto,6,Transportation,Yelp
Carriage Glass & Detail Company,29.73472,-95.390176,77006,auto,6,Transportation,Yelp
Dr Wheel Mobile Service - Houston,29.7213668823242,-95.3472213745117,77204,auto,6,Transportation,Yelp
Uptown Automotive,29.7113325,-95.474081,77081,auto,6,Transportation,Yelp
Atlas Auto Glass Paint and Body,29.7480460181167,-95.3875761932135,77006,auto,6,Transportation,Yelp
Santa Ana Body Shop,29.8202,-95.47108,77092,auto,6,Transportation,Yelp
Brookston Body Shop,29.79542,-95.41135,77008,auto,6,Transportation,Yelp
Hare Repair,29.72713,-95.48122,77057,auto,6,Transportation,Yelp
Master Auto Body & Upholstery,29.718034,-95.520729,77036,auto,6,Transportation,Yelp
Midtown Auto Service,29.7289485931396,-95.3769149780273,77004,auto,6,Transportation,Yelp
My Rock Chip,29.73561668395996,-95.41667175292969,77098,auto,6,Transportation,Yelp
EaDo Hand Car Wash,29.7423724750506,-95.3514676046427,77003,auto,6,Transportation,Yelp
Select Towing,29.7393550872803,-95.4467239379883,77027,auto,6,Transportation,Yelp
Houston Car Stereo,29.7331359,-95.5019117,77057,auto,6,Transportation,Yelp
Super Tint & Alarms,29.8162307739258,-95.4289093017578,77018,auto,6,Transportation,Yelp
Able Auto Glass,29.68259,-95.39328,77054,auto,6,Transportation,Yelp
Executive Tint,29.73519,-95.50061,77057,auto,6,Transportation,Yelp
Hallelujah Hand Car Wash & Detailing,29.73183,-95.4734299,77056,auto,6,Transportation,Yelp
Ryan Automotive Glass & Collision Center,29.74833,-95.38949,77006,auto,6,Transportation,Yelp
Eagle Hand Carwash,29.8,-95.40985,77008,auto,6,Transportation,Yelp
Carriage Glass & Detail Company,29.73472,-95.390176,77006,auto,6,Transportation,Yelp
Dr Wheel Mobile Service - Houston,29.7213668823242,-95.3472213745117,77204,auto,6,Transportation,Yelp
Uptown Automotive,29.7113325,-95.474081,77081,auto,6,Transportation,Yelp
Atlas Auto Glass Paint and Body,29.7480460181167,-95.3875761932135,77006,auto,6,Transportation,Yelp
Santa Ana Body Shop,29.8202,-95.47108,77092,auto,6,Transportation,Yelp
Brookston Body Shop,29.79542,-95.41135,77008,auto,6,Transportation,Yelp
Hare Repair,29.72713,-95.48122,77057,auto,6,Transportation,Yelp
Master Auto Body & Upholstery,29.718034,-95.520729,77036,auto,6,Transportation,Yelp
Midtown Auto Service,29.7289485931396,-95.3769149780273,77004,auto,6,Transportation,Yelp
My Rock Chip,29.73561668395996,-95.41667175292969,77098,auto,6,Transportation,Yelp
EaDo Hand Car Wash,29.7423724750506,-95.3514676046427,77003,auto,6,Transportation,Yelp
Select Towing,29.7393550872803,-95.4467239379883,77027,auto,6,Transportation,Yelp
Car Wont Start Mobile Service,29.7568049175369,-95.3815173101563,77009,auto,6,Transportation,Yelp
Hermann Park Conservancy,29.7207717,-95.386382,77004,hotelstravel,6,Transportation,Yelp
Hotel ZaZa Museum District,29.724415,-95.390126,77005,hotelstravel,6,Transportation,Yelp
"The Houstonian Hotel, Club, & Spa",29.7686799,-95.4576556,77024,hotelstravel,6,Transportation,Yelp
Vonlane,29.757032,-95.3687017,77002,hotelstravel,6,Transportation,Yelp
The St. Regis Houston,29.74743,-95.45039,77027,hotelstravel,6,Transportation,Yelp
Four Seasons Hotel Houston,29.75401,-95.36277,77010,hotelstravel,6,Transportation,Yelp
Rockets Limo,29.7368695,-95.4836387,77057,hotelstravel,6,Transportation,Yelp
Hilton Americas-Houston,29.7514414,-95.3605728,77010,hotelstravel,6,Transportation,Yelp
Stamax Limousine & Town Car Service,29.724077,-95.4944038,77457,hotelstravel,6,Transportation,Yelp
Texas Tower Passport and Visa Services,29.7506254,-95.3923626,77006,hotelstravel,6,Transportation,Yelp
"Hotel ICON, Autograph Collection",29.7634306464593,-95.360068945694,77002,hotelstravel,6,Transportation,Yelp
Marriott Marquis Houston,29.7545047276175,-95.3581001625656,77010,hotelstravel,6,Transportation,Yelp
Houston Passport Agency,29.751914,-95.373565,77002,hotelstravel,6,Transportation,Yelp
JW Marriott Houston Downtown,29.75841,-95.36417,77002,hotelstravel,6,Transportation,Yelp
"Magnolia Hotel Houston, A Tribute Portfolio Hotel",29.7591435,-95.3615599,77002,hotelstravel,6,Transportation,Yelp
Segway Tours of Houston,29.7625516,-95.3665368,77002,hotelstravel,6,Transportation,Yelp
The Lancaster Hotel,29.76154,-95.36475,77002,hotelstravel,6,Transportation,Yelp
JW Marriott Houston by The Galleria,29.7412634420123,-95.4664975404739,77056,hotelstravel,6,Transportation,Yelp
Bayou City Bike Tours,29.7754175,-95.3767944,77007,hotelstravel,6,Transportation,Yelp
Hotel Indigo Houston At The Galleria,29.736465,-95.465263,77056,hotelstravel,6,Transportation,Yelp
Hotel ZaZa Museum District,29.724415,-95.390126,77005,hotelstravel,6,Transportation,Yelp
"The Houstonian Hotel, Club, & Spa",29.7686799,-95.4576556,77024,hotelstravel,6,Transportation,Yelp
Vonlane,29.757032,-95.3687017,77002,hotelstravel,6,Transportation,Yelp
The St. Regis Houston,29.74743,-95.45039,77027,hotelstravel,6,Transportation,Yelp
Four Seasons Hotel Houston,29.75401,-95.36277,77010,hotelstravel,6,Transportation,Yelp
Rockets Limo,29.7368695,-95.4836387,77057,hotelstravel,6,Transportation,Yelp
Hilton Americas-Houston,29.7514414,-95.3605728,77010,hotelstravel,6,Transportation,Yelp
Stamax Limousine & Town Car Service,29.724077,-95.4944038,77457,hotelstravel,6,Transportation,Yelp
Texas Tower Passport and Visa Services,29.7506254,-95.3923626,77006,hotelstravel,6,Transportation,Yelp
