Business_name,latitude,longitude,category,lifeline_num,lifeline_name,Source
Water Tree,29.70922905,-95.68606988,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Mason,29.75527954,-95.75011444,waterstores,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.961946,-95.709734,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Mason,29.75527954,-95.75011444,waterstores,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.961946,-95.709734,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Mason,29.75527954,-95.75011444,waterstores,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.961946,-95.709734,waterstores,2,"Food, water, sheltering",Yelp
SignatureCare Emergency Center: Emergency Room,29.744167,-95.390925,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.80113305,-95.42545706,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.8136242,-95.39839704,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.77227761,-95.39108649,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.80113305,-95.42545706,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.8136242,-95.39839704,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.77227761,-95.39108649,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.8136242,-95.39839704,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.77227761,-95.39108649,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.8136242,-95.39839704,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.77227761,-95.39108649,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.744167,-95.390925,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.80113305,-95.42545706,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Meyerland,29.6892522,-95.4647824,medcenters,3,Health and medical,Yelp
AFC Urgent Care Washington Heights,29.7709275,-95.3986192,medcenters,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,medcenters,3,Health and medical,Yelp
MD Anderson Cancer Center,29.70760667,-95.39682833,medcenters,3,Health and medical,Yelp
Texas Medical Center,29.7104304,-95.39762818,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,medcenters,3,Health and medical,Yelp
Pasha Snoring & Sinus Center,29.73546433,-95.41694641,medcenters,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,medcenters,3,Health and medical,Yelp
Texas Orthopedic Hospital,29.700348,-95.408866,medcenters,3,Health and medical,Yelp
AFC Urgent Care,29.72218246,-95.44217664,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.734493,-95.426872,medcenters,3,Health and medical,Yelp
Michael E Debakey VA Medical Center,29.70552,-95.38844,medcenters,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,medcenters,3,Health and medical,Yelp
Houston Methodist Primary Care Group,29.78923,-95.38825,medcenters,3,Health and medical,Yelp
Memorial Hermann-Texas Medical Center,29.713459,-95.396401,medcenters,3,Health and medical,Yelp
Memorial Hermann Medical Plaza,29.71529496,-95.39668869,medcenters,3,Health and medical,Yelp
Legacy Community Health - Montrose Clinic,29.7450095,-95.394193,medcenters,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.80113305,-95.42545706,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Meyerland,29.6892522,-95.4647824,medcenters,3,Health and medical,Yelp
AFC Urgent Care Washington Heights,29.7709275,-95.3986192,medcenters,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,medcenters,3,Health and medical,Yelp
MD Anderson Cancer Center,29.70760667,-95.39682833,medcenters,3,Health and medical,Yelp
Texas Medical Center,29.7104304,-95.39762818,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,medcenters,3,Health and medical,Yelp
Pasha Snoring & Sinus Center,29.73546433,-95.41694641,medcenters,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,medcenters,3,Health and medical,Yelp
Texas Orthopedic Hospital,29.700348,-95.408866,medcenters,3,Health and medical,Yelp
AFC Urgent Care,29.72218246,-95.44217664,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.734493,-95.426872,medcenters,3,Health and medical,Yelp
Michael E Debakey VA Medical Center,29.70552,-95.38844,medcenters,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,medcenters,3,Health and medical,Yelp
Houston Methodist Primary Care Group,29.78923,-95.38825,medcenters,3,Health and medical,Yelp
Memorial Hermann-Texas Medical Center,29.713459,-95.396401,medcenters,3,Health and medical,Yelp
Memorial Hermann Medical Plaza,29.71529496,-95.39668869,medcenters,3,Health and medical,Yelp
Legacy Community Health - Montrose Clinic,29.7450095,-95.394193,medcenters,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,medcenters,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Meyerland,29.6892522,-95.4647824,medcenters,3,Health and medical,Yelp
AFC Urgent Care Washington Heights,29.7709275,-95.3986192,medcenters,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,medcenters,3,Health and medical,Yelp
MD Anderson Cancer Center,29.70760667,-95.39682833,medcenters,3,Health and medical,Yelp
Texas Medical Center,29.7104304,-95.39762818,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,medcenters,3,Health and medical,Yelp
Pasha Snoring & Sinus Center,29.73546433,-95.41694641,medcenters,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,medcenters,3,Health and medical,Yelp
Texas Orthopedic Hospital,29.700348,-95.408866,medcenters,3,Health and medical,Yelp
AFC Urgent Care,29.72218246,-95.44217664,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.734493,-95.426872,medcenters,3,Health and medical,Yelp
Michael E Debakey VA Medical Center,29.70552,-95.38844,medcenters,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,medcenters,3,Health and medical,Yelp
Houston Methodist Primary Care Group,29.78923,-95.38825,medcenters,3,Health and medical,Yelp
Memorial Hermann-Texas Medical Center,29.713459,-95.396401,medcenters,3,Health and medical,Yelp
Memorial Hermann Medical Plaza,29.71529496,-95.39668869,medcenters,3,Health and medical,Yelp
Legacy Community Health - Montrose Clinic,29.7450095,-95.394193,medcenters,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,medcenters,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,medcenters,3,Health and medical,Yelp
Memorial Hermann Surgery Center Kirby Glen,29.696031,-95.4162655,medcenters,3,Health and medical,Yelp
AFC Urgent Care Washington Heights,29.7709275,-95.3986192,medcenters,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,medcenters,3,Health and medical,Yelp
MD Anderson Cancer Center,29.70760667,-95.39682833,medcenters,3,Health and medical,Yelp
Texas Medical Center,29.7104304,-95.39762818,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,medcenters,3,Health and medical,Yelp
Pasha Snoring & Sinus Center,29.73546433,-95.41694641,medcenters,3,Health and medical,Yelp
enTrust Immediate Care,29.76100169,-95.41738514,medcenters,3,Health and medical,Yelp
Texas Orthopedic Hospital,29.700348,-95.408866,medcenters,3,Health and medical,Yelp
AFC Urgent Care,29.72218246,-95.44217664,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.734493,-95.426872,medcenters,3,Health and medical,Yelp
Michael E Debakey VA Medical Center,29.70552,-95.38844,medcenters,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,medcenters,3,Health and medical,Yelp
Houston Methodist Primary Care Group,29.78923,-95.38825,medcenters,3,Health and medical,Yelp
Memorial Hermann-Texas Medical Center,29.713459,-95.396401,medcenters,3,Health and medical,Yelp
Memorial Hermann Medical Plaza,29.71529496,-95.39668869,medcenters,3,Health and medical,Yelp
Legacy Community Health - Montrose Clinic,29.7450095,-95.394193,medcenters,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,medcenters,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,medcenters,3,Health and medical,Yelp
Memorial Hermann Surgery Center Kirby Glen,29.696031,-95.4162655,medcenters,3,Health and medical,Yelp
Village Medical,29.729811,-95.444098,medcenters,3,Health and medical,Yelp
Houston Methodist Hospital,29.710426,-95.399262,hospitals,3,Health and medical,Yelp
Texas Children's Hospital - Main Campus,29.707751,-95.401635,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.70853715,-95.40250003,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.72271919,-95.38754272,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,hospitals,3,Health and medical,Yelp
Lyndon B Johnson General Hospital,29.81132,-95.313338,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,hospitals,3,Health and medical,Yelp
Texas Children's West Tower,29.7078576,-95.4017694,hospitals,3,Health and medical,Yelp
Kindred Hospital Houston Medical Center,29.71294957,-95.39927609,hospitals,3,Health and medical,Yelp
Texas Children's Hospital - Main Campus,29.707751,-95.401635,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.70853715,-95.40250003,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.72271919,-95.38754272,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,hospitals,3,Health and medical,Yelp
Lyndon B Johnson General Hospital,29.81132,-95.313338,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,hospitals,3,Health and medical,Yelp
Texas Children's West Tower,29.7078576,-95.4017694,hospitals,3,Health and medical,Yelp
Kindred Hospital Houston Medical Center,29.71294957,-95.39927609,hospitals,3,Health and medical,Yelp
Houston Hospital For Specialized Surgery,29.72403526,-95.38381195,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.70853715,-95.40250003,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.72271919,-95.38754272,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,hospitals,3,Health and medical,Yelp
Lyndon B Johnson General Hospital,29.81132,-95.313338,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,hospitals,3,Health and medical,Yelp
Texas Children's West Tower,29.7078576,-95.4017694,hospitals,3,Health and medical,Yelp
Kindred Hospital Houston Medical Center,29.71294957,-95.39927609,hospitals,3,Health and medical,Yelp
Houston Hospital For Specialized Surgery,29.72403526,-95.38381195,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.70853715,-95.40250003,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.72271919,-95.38754272,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,hospitals,3,Health and medical,Yelp
Lyndon B Johnson General Hospital,29.81132,-95.313338,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,hospitals,3,Health and medical,Yelp
Texas Children's West Tower,29.7078576,-95.4017694,hospitals,3,Health and medical,Yelp
Kindred Hospital Houston Medical Center,29.71294957,-95.39927609,hospitals,3,Health and medical,Yelp
Houston Hospital For Specialized Surgery,29.72403526,-95.38381195,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,hospitals,3,Health and medical,Yelp
Shriners Hospitals for Children,29.7054628,-95.4053059,hospitals,3,Health and medical,Yelp
Integrity Funeral Care,29.80894,-95.44911,cremationservices,3,Health and medical,Yelp
Mabrie Memorial Mortuary,29.7244986,-95.378312,cremationservices,3,Health and medical,Yelp
Wingate Funeral Home,29.61436,-95.43927,cremationservices,3,Health and medical,Yelp
A Sacred Choice,29.807236,-95.461016,cremationservices,3,Health and medical,Yelp
Southeast Texas Crematory,29.96800484,-95.41442379,cremationservices,3,Health and medical,Yelp
Tulip Cremation,29.752554,-95.3704009,cremationservices,3,Health and medical,Yelp
Mabrie Memorial Mortuary,29.7244986,-95.378312,cremationservices,3,Health and medical,Yelp
Wingate Funeral Home,29.61436,-95.43927,cremationservices,3,Health and medical,Yelp
A Sacred Choice,29.807236,-95.461016,cremationservices,3,Health and medical,Yelp
Southeast Texas Crematory,29.96800484,-95.41442379,cremationservices,3,Health and medical,Yelp
Tulip Cremation,29.752554,-95.3704009,cremationservices,3,Health and medical,Yelp
Wingate Funeral Home,29.61436,-95.43927,cremationservices,3,Health and medical,Yelp
A Sacred Choice,29.807236,-95.461016,cremationservices,3,Health and medical,Yelp
Southeast Texas Crematory,29.96800484,-95.41442379,cremationservices,3,Health and medical,Yelp
Tulip Cremation,29.752554,-95.3704009,cremationservices,3,Health and medical,Yelp
A Sacred Choice,29.807236,-95.461016,cremationservices,3,Health and medical,Yelp
Southeast Texas Crematory,29.96800484,-95.41442379,cremationservices,3,Health and medical,Yelp
Tulip Cremation,29.752554,-95.3704009,cremationservices,3,Health and medical,Yelp
Center for the Healing Arts & Sciences,29.72594,-95.40325,c_and_mh,3,Health and medical,Yelp
The Marriage You Want,29.8151228,-95.4448793,c_and_mh,3,Health and medical,Yelp
The Relationship Firm,29.7832285,-95.5290769,c_and_mh,3,Health and medical,Yelp
Brandon Peters,29.74612,-95.39954,c_and_mh,3,Health and medical,Yelp
Family Houston,29.76926804,-95.40756989,c_and_mh,3,Health and medical,Yelp
"Annika Ziegler, LCSW",29.81128,-95.4243,c_and_mh,3,Health and medical,Yelp
"Jia Wang, MD",29.725601,-95.3793348,c_and_mh,3,Health and medical,Yelp
John C Bartley Psychotherapy,29.8114064,-95.4241231,c_and_mh,3,Health and medical,Yelp
Houston Family Therapy Associates,29.728202,-95.383294,c_and_mh,3,Health and medical,Yelp
Leanne Peterson,29.735741,-95.390689,c_and_mh,3,Health and medical,Yelp
Craig Ellis,29.747132,-95.39736,c_and_mh,3,Health and medical,Yelp
"Brandon Wheeler, MA LMFT - Wheelhouse Counseling",29.7345274,-95.4280266,c_and_mh,3,Health and medical,Yelp
The Center for Marriage & Family Relationships,29.717071,-95.4593413,c_and_mh,3,Health and medical,Yelp
Christ-Rice Counseling & Consulting,29.72486,-95.41798,c_and_mh,3,Health and medical,Yelp
The Lovett Center,29.7438297,-95.390007,c_and_mh,3,Health and medical,Yelp
Art of Living,29.808462,-95.457882,c_and_mh,3,Health and medical,Yelp
Mental Health Coop,29.7377239,-95.3857339,c_and_mh,3,Health and medical,Yelp
Oasis Therapy,29.73351,-95.39295,c_and_mh,3,Health and medical,Yelp
Right Relationship Counseling,29.754993,-95.450421,c_and_mh,3,Health and medical,Yelp
Houston Adult Psychiatry,29.81214997,-95.43871958,c_and_mh,3,Health and medical,Yelp
The Marriage You Want,29.8151228,-95.4448793,c_and_mh,3,Health and medical,Yelp
The Relationship Firm,29.7832285,-95.5290769,c_and_mh,3,Health and medical,Yelp
Brandon Peters,29.74612,-95.39954,c_and_mh,3,Health and medical,Yelp
Family Houston,29.76926804,-95.40756989,c_and_mh,3,Health and medical,Yelp
"Annika Ziegler, LCSW",29.81128,-95.4243,c_and_mh,3,Health and medical,Yelp
"Jia Wang, MD",29.725601,-95.3793348,c_and_mh,3,Health and medical,Yelp
John C Bartley Psychotherapy,29.8114064,-95.4241231,c_and_mh,3,Health and medical,Yelp
Houston Family Therapy Associates,29.728202,-95.383294,c_and_mh,3,Health and medical,Yelp
Leanne Peterson,29.735741,-95.390689,c_and_mh,3,Health and medical,Yelp
Craig Ellis,29.747132,-95.39736,c_and_mh,3,Health and medical,Yelp
"Brandon Wheeler, MA LMFT - Wheelhouse Counseling",29.7345274,-95.4280266,c_and_mh,3,Health and medical,Yelp
The Center for Marriage & Family Relationships,29.717071,-95.4593413,c_and_mh,3,Health and medical,Yelp
Christ-Rice Counseling & Consulting,29.72486,-95.41798,c_and_mh,3,Health and medical,Yelp
The Lovett Center,29.7438297,-95.390007,c_and_mh,3,Health and medical,Yelp
Art of Living,29.808462,-95.457882,c_and_mh,3,Health and medical,Yelp
Mental Health Coop,29.7377239,-95.3857339,c_and_mh,3,Health and medical,Yelp
Oasis Therapy,29.73351,-95.39295,c_and_mh,3,Health and medical,Yelp
Right Relationship Counseling,29.754993,-95.450421,c_and_mh,3,Health and medical,Yelp
Houston Adult Psychiatry,29.81214997,-95.43871958,c_and_mh,3,Health and medical,Yelp
Stern Rae Louise Csw-Acp,29.722005,-95.418042,c_and_mh,3,Health and medical,Yelp
The Relationship Firm,29.7832285,-95.5290769,c_and_mh,3,Health and medical,Yelp
Brandon Peters,29.74612,-95.39954,c_and_mh,3,Health and medical,Yelp
Family Houston,29.76926804,-95.40756989,c_and_mh,3,Health and medical,Yelp
"Annika Ziegler, LCSW",29.81128,-95.4243,c_and_mh,3,Health and medical,Yelp
"Jia Wang, MD",29.725601,-95.3793348,c_and_mh,3,Health and medical,Yelp
John C Bartley Psychotherapy,29.8114064,-95.4241231,c_and_mh,3,Health and medical,Yelp
Houston Family Therapy Associates,29.728202,-95.383294,c_and_mh,3,Health and medical,Yelp
Leanne Peterson,29.735741,-95.390689,c_and_mh,3,Health and medical,Yelp
Craig Ellis,29.747132,-95.39736,c_and_mh,3,Health and medical,Yelp
"Brandon Wheeler, MA LMFT - Wheelhouse Counseling",29.7345274,-95.4280266,c_and_mh,3,Health and medical,Yelp
The Center for Marriage & Family Relationships,29.717071,-95.4593413,c_and_mh,3,Health and medical,Yelp
Christ-Rice Counseling & Consulting,29.72486,-95.41798,c_and_mh,3,Health and medical,Yelp
The Lovett Center,29.7438297,-95.390007,c_and_mh,3,Health and medical,Yelp
Art of Living,29.808462,-95.457882,c_and_mh,3,Health and medical,Yelp
Mental Health Coop,29.7377239,-95.3857339,c_and_mh,3,Health and medical,Yelp
Oasis Therapy,29.73351,-95.39295,c_and_mh,3,Health and medical,Yelp
Right Relationship Counseling,29.754993,-95.450421,c_and_mh,3,Health and medical,Yelp
Houston Adult Psychiatry,29.81214997,-95.43871958,c_and_mh,3,Health and medical,Yelp
Stern Rae Louise Csw-Acp,29.722005,-95.418042,c_and_mh,3,Health and medical,Yelp
Van Tran Family Practice,29.8107076,-95.4341339,c_and_mh,3,Health and medical,Yelp
Brandon Peters,29.74612,-95.39954,c_and_mh,3,Health and medical,Yelp
Family Houston,29.76926804,-95.40756989,c_and_mh,3,Health and medical,Yelp
"Annika Ziegler, LCSW",29.81128,-95.4243,c_and_mh,3,Health and medical,Yelp
