Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline_name,Zipcode
The Woman's Hospital Of Texas,hospitals,Public Health,29.6932,3,-95.40171,Yelp,Health and medical,77054
Pasha Snoring & Sinus Center,medcenters,Public Health,29.73546433,3,-95.41694641,Yelp,Health and medical,77098
Houston Medical Imaging,medcenters,Public Health,29.734493,3,-95.426872,Yelp,Health and medical,77098
Memorial Hermann-Texas Medical Center,hospitals,Public Health,29.71473053,3,-95.39679363,Yelp,Health and medical,77030
aCremation,cremationservices,Fatality Management,29.759965,3,-95.362201,Yelp,Health and medical,77010
Methodist Outpatient Center,hospitals,Public Health,29.71273,3,-95.39934,Yelp,Health and medical,77030
Integrity Funeral Care,cremationservices,Fatality Management,29.80894,3,-95.44911,Yelp,Health and medical,77008
The Marriage You Want,c_and_mh,Public Health,29.8151228,3,-95.4448793,Yelp,Health and medical,77018
Memorial Hermann Medical Plaza,medcenters,Public Health,29.71529496,3,-95.39668869,Yelp,Health and medical,77030
Children's Memorial Hermann Hospital,hospitals,Public Health,29.71473053,3,-95.39679363,Yelp,Health and medical,77030
Park Plaza Hospital,hospitals,Public Health,29.72271919,3,-95.38754272,Yelp,Health and medical,77004
Michael E Debakey VA Medical Center,medcenters,Public Health,29.70552,3,-95.38844,Yelp,Health and medical,77004
Temporary Home Care,homehealthcare,Public Health,29.68824,3,-95.52776,Yelp,Health and medical,77036
Ben Taub General Hospital,hospitals,Public Health,29.71058,3,-95.3934,Yelp,Health and medical,77030
CHI St. Luke's Health Baylor St Luke's Medical Center,emergencyrooms,Public Health,29.70785,3,-95.40053,Yelp,Health and medical,77030
Ascent Emergency Medical Center,emergencyrooms,Public Health,29.70546,3,-95.38536,Yelp,Health and medical,77004
Leanne Peterson,c_and_mh,Public Health,29.733512,3,-95.3929519,Yelp,Health and medical,77006
"Annika Ziegler, LCSW",c_and_mh,Public Health,29.81128,3,-95.4243,Yelp,Health and medical,77008
Jamie Leonard MEd LPC-S,c_and_mh,Public Health,29.763494,3,-95.4600335,Yelp,Health and medical,77056
St Joseph Medical Center,hospitals,Public Health,29.74802,3,-95.36608,Yelp,Health and medical,77002
Brandon Peters,c_and_mh,Public Health,29.74612,3,-95.39954,Yelp,Health and medical,77019
Memorial Hermann Greater Heights Hospital,hospitals,Public Health,29.8115,3,-95.43037,Yelp,Health and medical,77008
Legacy Community Health - Montrose Clinic,medcenters,Public Health,29.74489,3,-95.39424,Yelp,Health and medical,77006
John C Bartley Psychotherapy,c_and_mh,Public Health,29.7799311,3,-95.4575503,Yelp,Health and medical,77056
Baylor St. Luke's Emergency Center-Holcombe,emergencyrooms,Public Health,29.70533,3,-95.4213,Yelp,Health and medical,77030
"Associates In Medicine, PA",medcenters,Public Health,29.74985,3,-95.44931,Yelp,Health and medical,77027
TIRR Memorial Hermann,hospitals,Public Health,29.7093,3,-95.39419,Yelp,Health and medical,77030
Lyndon B Johnson General Hospital,hospitals,Public Health,29.81143,3,-95.31094,Yelp,Health and medical,77026
Methodist Emergency Care Center,medcenters,Public Health,29.72998578,3,-95.41956107,Yelp,Health and medical,77098
John P. McGovern TMC Commons,medcenters,Public Health,29.70943069,3,-95.39796448,Yelp,Health and medical,77030
The Center for Marriage & Family Relationships,c_and_mh,Public Health,29.717068,3,-95.459297,Yelp,Health and medical,77401
TMC John P McGovern Campus,medcenters,Public Health,29.70335477,3,-95.38294959,Yelp,Health and medical,77004
SignatureCare Emergency Center - Bellaire,emergencyrooms,Public Health,29.722885,3,-95.4679746,Yelp,Health and medical,77401
Baylor College of Medicine - McNair Campus,medcenters,Public Health,29.69874143,3,-95.3942427,Yelp,Health and medical,77030
Concentra Medical Centers,medcenters,Public Health,29.7853,3,-95.45604,Yelp,Health and medical,77008
Hermann Drive Surgical Hospital,hospitals,Public Health,29.718342,3,-95.382684,Yelp,Health and medical,77004
Americas Best Value Inn-Medical Center Downtown,medcenters,Public Health,29.7167836,3,-95.377043,Yelp,Health and medical,77004
Planned Parenthood - Prevention Park Health Center,medcenters,Public Health,29.7256151,3,-95.3347851,Yelp,Health and medical,77023
The Cope Clinic,c_and_mh,Public Health,29.7515515,3,-95.5588566,Yelp,Health and medical,77042
"Jia Wang, MD",c_and_mh,Public Health,29.7241,3,-95.38778,Yelp,Health and medical,77004
Texas International Endoscopy Center,medcenters,Public Health,29.70953,3,-95.403,Yelp,Health and medical,77030
MD Anderson Proton Therapy Center,hospitals,Public Health,29.69528,3,-95.39846,Yelp,Health and medical,77030
Art of Living,c_and_mh,Public Health,29.808462,3,-95.457882,Yelp,Health and medical,77092
Garden Terrace of Houston,medcenters,Public Health,29.69154,3,-95.39185,Yelp,Health and medical,77054
Houston Adult Psychiatry,c_and_mh,Public Health,29.81214997,3,-95.43871958,Yelp,Health and medical,77018
Houston Hospital For Specialized Surgery,hospitals,Public Health,29.72403526,3,-95.38381195,Yelp,Health and medical,77004
Kindred Hospital Houston Medical Center,hospitals,Public Health,29.71294957,3,-95.39927609,Yelp,Health and medical,77030
St Joseph's Medical Center in The Heights,medcenters,Public Health,29.80316,3,-95.40382,Yelp,Health and medical,77008
Texas Children's West Tower,hospitals,Public Health,29.7078576,3,-95.4017694,Yelp,Health and medical,77030
Navigation Medical Center,medcenters,Public Health,29.75595,3,-95.33971,Yelp,Health and medical,77003
Gramercy Outpatient Surgery Center,medcenters,Public Health,29.70394,3,-95.42133,Yelp,Health and medical,77030
Staybridge Suites Houston - Medical Center,medcenters,Public Health,29.68829478,3,-95.41957902,Yelp,Health and medical,77054
Addiction Counseling Associates,c_and_mh,Public Health,29.73429904,3,-95.42326704,Yelp,Health and medical,77098
Victim's Assistance Center,c_and_mh,Public Health,29.75876,3,-95.35923,Yelp,Health and medical,77010
Vein Clinics of America,medcenters,Public Health,29.729568,3,-95.419864,Yelp,Health and medical,77098
Southeast Texas Crematory,cremationservices,Fatality Management,29.96800484,3,-95.41442379,Yelp,Health and medical,77073
Taylor Recovery Center,c_and_mh,Public Health,29.81189,3,-95.32123,Yelp,Health and medical,77026
The Council on Recovery,c_and_mh,Public Health,29.7640297,3,-95.4020441,Yelp,Health and medical,77007
"Kathleen Gallentine, MD",c_and_mh,Public Health,29.73467,3,-95.42504,Yelp,Health and medical,77098
Medical Center Dermatology,medcenters,Public Health,29.6992934,3,-95.4099534,Yelp,Health and medical,77030
The Lovett Center,c_and_mh,Public Health,29.7438297,3,-95.390007,Yelp,Health and medical,77006
Fannin Surgicare,medcenters,Public Health,29.69326,3,-95.40283,Yelp,Health and medical,77054
Concentra Medical Centers,medcenters,Public Health,29.6705288,3,-95.262654,Yelp,Health and medical,77017
Nurses At Heart Home Healthcare Services,homehealthcare,Public Health,29.75322,3,-95.40258,Yelp,Health and medical,77019
"Brandon Wheeler, MA LMFT - Wheelhouse Counseling",c_and_mh,Public Health,29.7345274,3,-95.4280266,Yelp,Health and medical,77046
University of Texas Health Science Center at Houston,medcenters,Public Health,29.71814,3,-95.38811,Yelp,Health and medical,77004
Texas Children's Leopold L. Meyer Building,hospitals,Public Health,29.699333,3,-95.404922,Yelp,Health and medical,77030
Memorial Hermann,hospitals,Public Health,29.73467,3,-95.42249,Yelp,Health and medical,77098
Post-Health Home Care,homehealthcare,Public Health,29.79882269,3,-95.41462462,Yelp,Health and medical,77008
Memorial Hermann Orthopedic & Spine Hospital,hospitals,Public Health,29.723669,3,-95.46057,Yelp,Health and medical,77401
Fifth Ward Pregnancy Help Center,medcenters,Public Health,29.7753633,3,-95.3113751,Yelp,Health and medical,77020
Park Plaza Outpatient Imaging Center,medcenters,Public Health,29.7241,3,-95.38778,Yelp,Health and medical,77004
Senior Helpers,homehealthcare,Public Health,29.82019,3,-95.46271,Yelp,Health and medical,77092
Life Skills Therapy,homehealthcare,Public Health,29.7371744,3,-95.43962181,Yelp,Health and medical,77046
Mischer Neuroscience Associates - Texas Medical Center,medcenters,Public Health,29.71512,3,-95.3973199,Yelp,Health and medical,77030
Kindred Hospital The Heights,hospitals,Public Health,29.809164,3,-95.430896,Yelp,Health and medical,77008
Houston Galveston Institute,c_and_mh,Public Health,29.7345255,3,-95.4231772,Yelp,Health and medical,77098
"Edelman Miriam, LCSW, LMFT, BCD",c_and_mh,Public Health,29.722813,3,-95.416588,Yelp,Health and medical,77005
Advanced Endocrinolgy and Diabetes Clinic,medcenters,Public Health,29.69466644,3,-95.40167559,Yelp,Health and medical,77054
Encore Caregivers,homehealthcare,Public Health,29.78299,3,-95.4766099,Yelp,Health and medical,77024
"Newton Hightower, Lcsw",c_and_mh,Public Health,29.722505,3,-95.417845,Yelp,Health and medical,77005
"Clinic for Adult Attention Problems, PA",c_and_mh,Public Health,29.73220825,3,-95.41374207,Yelp,Health and medical,77098
Houston Metro Orthopedic and Spine Surgery,medcenters,Public Health,29.73197,3,-95.44531,Yelp,Health and medical,77046
The Vein Specialist Of Houston,medcenters,Public Health,29.8117063,3,-95.4303253,Yelp,Health and medical,77008
Houston Medical Group,medcenters,Public Health,29.741732,3,-95.375313,Yelp,Health and medical,77002
Harris County Hospital District,hospitals,Public Health,29.68673515,3,-95.38652039,Yelp,Health and medical,77054
Patient Caregivers LLC,homehealthcare,Public Health,29.72509499,3,-95.444381,Yelp,Health and medical,77046
Cook Counseling Services,c_and_mh,Public Health,29.81217525,3,-95.44168502,Yelp,Health and medical,77018
Friendly Faces Senior Care,homehealthcare,Public Health,29.746242,3,-95.4618162,Yelp,Health and medical,77056
Rosines Ruth Lmsw-Acp,c_and_mh,Public Health,29.717674,3,-95.459304,Yelp,Health and medical,77401
A Sacred Choice,cremationservices,Fatality Management,29.80709,3,-95.46066,Yelp,Health and medical,77092
Family Centered Health Care,medcenters,Public Health,29.66489,3,-95.3679,Yelp,Health and medical,77051
St. Luke's Medical Tower,medcenters,Public Health,29.709183,3,-95.4020132,Yelp,Health and medical,77030
Home Care Assistance - Houston,homehealthcare,Public Health,29.7785505,3,-95.5485196,Yelp,Health and medical,77042
MD Anderson Radiology Outpatient Clinic,hospitals,Public Health,29.705986,3,-95.3944931,Yelp,Health and medical,77030
VCare Clinics,medcenters,Public Health,29.67612,3,-95.27639,Yelp,Health and medical,77017
St. Luke's Episcopal Health System,hospitals,Public Health,29.70916,3,-95.40203,Yelp,Health and medical,77030
Lehman Mark PHD & Associates P C,c_and_mh,Public Health,29.81049728,3,-95.4342041,Yelp,Health and medical,77008
Brittani Persha Counseling Child and Family Therapy Services,c_and_mh,Public Health,29.7794106,3,-95.6071536,Yelp,Health and medical,77079
Smith Clinic,medcenters,Public Health,29.68598468,3,-95.38783749,Yelp,Health and medical,77054
Nova Medical Centers,medcenters,Public Health,29.6803719,3,-95.4251024,Yelp,Health and medical,77025
Home Instead Senior Care,homehealthcare,Public Health,29.5935814,3,-95.1936838,Yelp,Health and medical,77089
Peter Cousins PhD ABPP,c_and_mh,Public Health,29.733118,3,-95.418052,Yelp,Health and medical,77098
Caring Senior Service of Houston,homehealthcare,Public Health,30.03355,3,-95.43089,Yelp,Health and medical,77090
The Adolescent Center & Mental Health Services,c_and_mh,Public Health,29.7329696,3,-95.4194012,Yelp,Health and medical,77098
Texas Pain Consultants,medcenters,Public Health,29.71202,3,-95.39953,Yelp,Health and medical,77030
Sheila's Angels In Home Care,homehealthcare,Public Health,29.552713,3,-95.118785,Yelp,Health and medical,77058
"Life Savers Emergency Room in Houston, TX",emergencyrooms,Public Health,29.821631,3,-95.410395,Yelp,Health and medical,77018
Rheumatology Center of Houston,medcenters,Public Health,29.72408676,3,-95.38778687,Yelp,Health and medical,77004
Gulgate Health Center,medcenters,Public Health,29.70062524,3,-95.28556953,Yelp,Health and medical,77087
Memorial Park Psychiatry,c_and_mh,Public Health,29.7668972,3,-95.4215367,Yelp,Health and medical,77007
Continuum Integrated Health Services,c_and_mh,Public Health,29.67616844,3,-95.42530823,Yelp,Health and medical,77025
Houston Methodist Emergency Care Center at Kirby,emergencyrooms,Public Health,29.72971,3,-95.42011,Yelp,Health and medical,77098
Nova Medical Centers - Houston Post Oak,medcenters,Public Health,29.787734,3,-95.4553619,Yelp,Health and medical,77008
Apria Healthcare,homehealthcare,Public Health,29.66701,3,-95.41387,Yelp,Health and medical,77054
Breast Cancer Detection Ctr of St Joseph Hospital,hospitals,Public Health,29.747,3,-95.36581,Yelp,Health and medical,77002
Quentin Mease Community Hospital,hospitals,Public Health,29.71146774,3,-95.35949707,Yelp,Health and medical,77021
MHMRA,c_and_mh,Public Health,29.808766,3,-95.44654,Yelp,Health and medical,77008
re:MIND,c_and_mh,Public Health,29.74754333,3,-95.4527359,Yelp,Health and medical,77027
Select Medical,hospitals,Public Health,29.70654678,3,-95.40748596,Yelp,Health and medical,77030
Sleep Center At Kirby,medcenters,Public Health,29.66884598,3,-95.41292511,Yelp,Health and medical,77054
Houston Pain Center,medcenters,Public Health,29.69614332,3,-95.41371083,Yelp,Health and medical,77030
UT Imaging Houston LLP,medcenters,Public Health,29.70723,3,-95.46092,Yelp,Health and medical,77401
Monitor Medical,medcenters,Public Health,29.72326,3,-95.38844,Yelp,Health and medical,77004
Cadenhead Lyle R Phd,c_and_mh,Public Health,29.74146461,3,-95.38975525,Yelp,Health and medical,77006
South Central Houston Community Health Center,medcenters,Public Health,29.65814,3,-95.33726,Yelp,Health and medical,77033
"Orthopaedic Associates, LLP",medcenters,Public Health,29.7484376,3,-95.3669451,Yelp,Health and medical,77002
MHMRA,c_and_mh,Public Health,29.69449056,3,-95.325244,Yelp,Health and medical,77087
Sun Behavioral Houston,c_and_mh,Public Health,29.690399,3,-95.40072,Yelp,Health and medical,77054
Texas Children's Pediatrics Ripley House,hospitals,Public Health,29.75153,3,-95.32877,Yelp,Health and medical,77003
Jeanne Dewey Psychotherapy,c_and_mh,Public Health,29.73732,3,-95.42428,Yelp,Health and medical,77098
Epic Health Services,medcenters,Public Health,29.73071,3,-95.4271,Yelp,Health and medical,77098
Texas Ambulatory Surgical Center,medcenters,Public Health,29.80909,3,-95.41047,Yelp,Health and medical,77008
Stubits Eva PhD,c_and_mh,Public Health,29.7506322,3,-95.4509082,Yelp,Health and medical,77027
"Catherine Stevenson, MD",c_and_mh,Public Health,29.73509407,3,-95.390625,Yelp,Health and medical,77006
"Bernadette P Smith, LPC",c_and_mh,Public Health,29.74189,3,-95.30963,Yelp,Health and medical,77011
Plaza Specialty Hospital,hospitals,Public Health,29.7241962,3,-95.3869588,Yelp,Health and medical,77004
Christ-Rice Counseling & Consulting,c_and_mh,Public Health,29.72486,3,-95.41798,Yelp,Health and medical,77005
Yasman Mostajeran,c_and_mh,Public Health,29.79435,3,-95.40955,Yelp,Health and medical,77008
O'doherty Denise Lpc,c_and_mh,Public Health,29.73732,3,-95.42428,Yelp,Health and medical,77098
Stefanie Barthmare LPC,c_and_mh,Public Health,29.7204208,3,-95.415451,Yelp,Health and medical,77005
"Edward J Wilson, MEd, CHt, LPC",c_and_mh,Public Health,29.7251873,3,-95.4211731,Yelp,Health and medical,77098
Houston Ketamine Center,c_and_mh,Public Health,29.74985,3,-95.44931,Yelp,Health and medical,77027
Eros Medical Group,medcenters,Public Health,29.75449098,3,-95.45037881,Yelp,Health and medical,77027
"Xue Yang, LCSW - The Trauma Recovery Place",c_and_mh,Public Health,29.7261493,3,-95.430241,Yelp,Health and medical,77046
Heights Anxiety and Depression Center,c_and_mh,Public Health,29.81128,3,-95.4243,Yelp,Health and medical,77008
"Lisa Pearson, LPC",c_and_mh,Public Health,29.82383526,3,-95.41103482,Yelp,Health and medical,77018
Ontra Giselle Lpc,c_and_mh,Public Health,29.7377,3,-95.44219,Yelp,Health and medical,77027
SynergenX Health | Houston Low T Clinic,medcenters,Public Health,29.7338556,3,-95.4409856,Yelp,Health and medical,77046
Houston Psychological Associates,c_and_mh,Public Health,29.730223,3,-95.440819,Yelp,Health and medical,77046
"Carole A. Busick, PhD",c_and_mh,Public Health,29.7364006,3,-95.3891983,Yelp,Health and medical,77006
Allery & Asthma Care Center,medcenters,Public Health,29.810778,3,-95.430697,Yelp,Health and medical,77008
Blakeny Counseling,c_and_mh,Public Health,29.7383452,3,-95.4606827,Yelp,Health and medical,77027
Burkhead James M MD,hospitals,Public Health,29.69336,3,-95.4029599,Yelp,Health and medical,77054
Concentra Medical Centers Administration,medcenters,Public Health,29.66898009,3,-95.41290097,Yelp,Health and medical,77054
Harris Health System,hospitals,Public Health,29.68673515,3,-95.38652039,Yelp,Health and medical,77054
Global Sleep,medcenters,Public Health,29.6972729,3,-95.4165635,Yelp,Health and medical,77030
Spectrum Center,c_and_mh,Public Health,29.8109861,3,-95.4375013,Yelp,Health and medical,77008
Tulip Cremation,cremationservices,Fatality Management,29.752554,3,-95.3704009,Yelp,Health and medical,77002
Medical Associates Of Houston,medcenters,Public Health,29.7486213,3,-95.3670435,Yelp,Health and medical,77002
Mental Health Co-Op Anex,c_and_mh,Public Health,29.73681,3,-95.38606,Yelp,Health and medical,77006
Paramount Medical Imaging,medcenters,Public Health,29.67651213,3,-95.42526193,Yelp,Health and medical,77025
Grief Recovery Center,c_and_mh,Public Health,29.811331,3,-95.439455,Yelp,Health and medical,77008
Mi Doctor,hospitals,Public Health,29.6739882,3,-95.2770502,Yelp,Health and medical,77017
Rebellious Wellness Therapy,c_and_mh,Public Health,29.73351,3,-95.39295,Yelp,Health and medical,77006
El Centro de Corazón - Magnolia Health Center,c_and_mh,Public Health,29.73454857,3,-95.30107117,Yelp,Health and medical,77011
New Heights Associates,c_and_mh,Public Health,29.79008865,3,-95.39813995,Yelp,Health and medical,77008
St. Jude Visiting Nurses Home Health,homehealthcare,Public Health,29.8107987,3,-95.4376555,Yelp,Health and medical,77008
Center For Success and Independence,c_and_mh,Public Health,29.841409,3,-95.438726,Yelp,Health and medical,77018
Children's Memorial Hermann Hospital - ER,hospitals,Public Health,29.7144182,3,-95.3968972,Yelp,Health and medical,77030
Wilson Counseling,c_and_mh,Public Health,29.7176561,3,-95.4593337,Yelp,Health and medical,77401
Jamail Specialty Care Center,medcenters,Public Health,29.701366,3,-95.39269,Yelp,Health and medical,77030
AHF Healthcare Center - Houston,medcenters,Public Health,29.7241,3,-95.38778,Yelp,Health and medical,77004
Central Care Community Health Center,medcenters,Public Health,29.84127808,3,-95.42300415,Yelp,Health and medical,77018
Tri-Flexsi Home Health Care,homehealthcare,Public Health,29.72601,3,-95.37354,Yelp,Health and medical,77004
Eating Recovery Center - Houston,c_and_mh,Public Health,29.6986984,3,-95.4102753,Yelp,Health and medical,77030
Twelve Oakes Hospital,hospitals,Public Health,29.73103,3,-95.44511,Yelp,Health and medical,77046
US Healthworks Medical Group,medcenters,Public Health,29.68052,3,-95.3991439,Yelp,Health and medical,77054
Griswold Home Care - Houston,homehealthcare,Public Health,29.6626782,3,-95.5689024,Yelp,Health and medical,77031
SYNERGY HomeCare,homehealthcare,Public Health,29.98537,3,-95.49267,Yelp,Health and medical,77069
American Home Health Care,homehealthcare,Public Health,29.67619,3,-95.42534,Yelp,Health and medical,77025
Home Helpers,homehealthcare,Public Health,29.5812729,3,-95.2165031,Yelp,Health and medical,77089
Linke Nan Hall,c_and_mh,Public Health,29.74981,3,-95.45321,Yelp,Health and medical,77027
Home Instead Senior Care,homehealthcare,Public Health,29.679429,3,-95.4217095,Yelp,Health and medical,77025
Abba Gentle Healthcare,homehealthcare,Public Health,29.688188,3,-95.526631,Yelp,Health and medical,77036
Lone Star Children's Medical,medcenters,Public Health,29.81038,3,-95.4599099,Yelp,Health and medical,77092
SeniorBridge,homehealthcare,Public Health,29.688388,3,-95.528746,Yelp,Health and medical,77036
Senior Helpers,homehealthcare,Public Health,29.70614,3,-95.47512,Yelp,Health and medical,77081
United America Home Health Services,homehealthcare,Public Health,29.7236758,3,-95.5481932,Yelp,Health and medical,77042
Sahara Home Health Care,homehealthcare,Public Health,29.62575751,3,-95.61773763,Yelp,Health and medical,77478
Bell Tech Enterprises,homehealthcare,Public Health,29.7090879,3,-95.6437937,Yelp,Health and medical,77083
First Surgical Center,hospitals,Public Health,29.70949745,3,-95.46260834,Yelp,Health and medical,77401
Visiting Angels,homehealthcare,Public Health,29.88114,3,-95.64924,Yelp,Health and medical,77095
The Center for Creative Resources,c_and_mh,Public Health,29.7426038,3,-95.3898042,Yelp,Health and medical,77006
Tirr,hospitals,Public Health,29.69675,3,-95.41625,Yelp,Health and medical,77030
St. Hope Foundation,medcenters,Public Health,29.70529,3,-95.46005,Yelp,Health and medical,77401
Pediatric Home Healthcare,homehealthcare,Public Health,29.73071,3,-95.4271,Yelp,Health and medical,77098
Shu Tung MD,medcenters,Public Health,29.71512,3,-95.3973199,Yelp,Health and medical,77030
St Luke's Episcopal Health System,hospitals,Public Health,29.705376,3,-95.420823,Yelp,Health and medical,77030
Hallman Grady L MD,hospitals,Public Health,29.7074445,3,-95.4018366,Yelp,Health and medical,77030
MD Anderson Cancer Center,medcenters,Public Health,29.70434909,3,-95.39861865,Yelp,Health and medical,77030
My Radiant Beginnings,homehealthcare,Public Health,29.74502754,3,-95.82256317,Yelp,Health and medical,77494
Nunn Judy MA,c_and_mh,Public Health,29.73910713,3,-95.44215393,Yelp,Health and medical,77027
Denis Elena LCSW,c_and_mh,Public Health,29.75068,3,-95.45093,Yelp,Health and medical,77027
OptumHealth Behavioral,c_and_mh,Public Health,29.7463726,3,-95.45810729,Yelp,Health and medical,77027
The Harris Center For Mental Health and IDD,c_and_mh,Public Health,29.80904479,3,-95.44616137,Yelp,Health and medical,77008
Greater Houston Psychiatric Associates - Loop,c_and_mh,Public Health,29.7251606,3,-95.4569168,Yelp,Health and medical,77027
Algen Health,homehealthcare,Public Health,29.67855,3,-95.42114,Yelp,Health and medical,77025
Transition Home Healthcare,homehealthcare,Public Health,29.6641388,3,-95.4376565,Yelp,Health and medical,77025
Hauser Harris M MD PA,c_and_mh,Public Health,29.71707,3,-95.4593,Yelp,Health and medical,77401
Authentic Relational Counseling,c_and_mh,Public Health,29.631944,3,-95.594099,Yelp,Health and medical,77478
Home Care Assistance of North Houston,homehealthcare,Public Health,30.04683,3,-95.18182,Yelp,Health and medical,77345
Hospice Plus,homehealthcare,Public Health,29.70648,3,-95.46111,Yelp,Health and medical,77401
Hauser Clinic & Associates,c_and_mh,Public Health,29.71707,3,-95.4593,Yelp,Health and medical,77401
Amy Fuller PhD,c_and_mh,Public Health,29.7143087,3,-95.4538085,Yelp,Health and medical,77401
Marcia Lindsey,c_and_mh,Public Health,29.706481,3,-95.461112,Yelp,Health and medical,77401
"Benjamin Carrettin MA, NCC",c_and_mh,Public Health,29.71707,3,-95.4593,Yelp,Health and medical,77401
The Woodlands Behavioral Health And Wellness Center,c_and_mh,Public Health,30.1784519,3,-95.4788303,Yelp,Health and medical,77381
First Surgical Hospital,hospitals,Public Health,29.7099991,3,-95.4624634,Yelp,Health and medical,77401
Memorial Hermann,hospitals,Public Health,29.70648,3,-95.46111,Yelp,Health and medical,77401
"Sari Meltzer, PhD",c_and_mh,Public Health,29.717674,3,-95.459304,Yelp,Health and medical,77401
"Girling Health Care, Inc.",homehealthcare,Public Health,29.706842,3,-95.460542,Yelp,Health and medical,77401
Cancerdocs,homehealthcare,Public Health,29.69091,3,-95.1222499,Yelp,Health and medical,77536
Visiting Angels,homehealthcare,Public Health,29.54687,3,-95.12761,Yelp,Health and medical,77598
Apostle Home Health Care,homehealthcare,Public Health,29.5303054,3,-95.2029109,Yelp,Health and medical,77546
Touching Hearts at Home,homehealthcare,Public Health,29.620747,3,-95.6297716,Yelp,Health and medical,77478
BioPlenish,medcenters,Public Health,30.12012,3,-95.440803,Yelp,Health and medical,77380
Right at Home,homehealthcare,Public Health,29.6505135,3,-95.13739,Yelp,Health and medical,77505
Advocate Pediatric Home Care,homehealthcare,Public Health,30.324779,3,-95.463959,Yelp,Health and medical,77301
Coastal Staff Relief,homehealthcare,Public Health,29.0425714,3,-95.4523445,Yelp,Health and medical,77566
O'Brien Counseling Services Inc,counciling and mental health,Public Health,29.7764457,3,-95.7434406,Google,Health and medical,77450
Heartwood Counseling,counciling and mental health,Public Health,29.9981885,3,-95.5094705,Google,Health and medical,77069
"Jared DuPree, PhD, LMFT",counciling and mental health,Public Health,29.5229991,3,-95.0834376,Google,Health and medical,77573
Cancer Counseling Inc,counciling and mental health,Public Health,29.7335368,3,-95.4240337,Google,Health and medical,77098
The Relationship Wellness Center,counciling and mental health,Public Health,29.7341175,3,-95.3967774,Google,Health and medical,77006
Christway Counseling Center,counciling and mental health,Public Health,29.783229,3,-95.529077,Google,Health and medical,77080
Shield-Bearer Counseling Centers,counciling and mental health,Public Health,29.9535181,3,-95.5838837,Google,Health and medical,77070
Center for Islamic Counseling and Guidance,counciling and mental health,Public Health,29.7100892,3,-95.6448729,Google,Health and medical,77083
Shield-Bearer Counseling Centers,counciling and mental health,Public Health,30.0872656,3,-95.618049,Google,Health and medical,77375
Nick Finnegan Counseling Center,counciling and mental health,Public Health,29.740109,3,-95.434799,Google,Health and medical,77046
Cancer Counseling Inc,counciling and mental health,Public Health,29.7294957,3,-95.4124915,Google,Health and medical,77098
"Rebecca Smith, MA, LPC-S",counciling and mental health,Public Health,29.9889946,3,-95.4911568,Google,Health and medical,77068
Betty J Mc Carty Ms Lpc,counciling and mental health,Public Health,29.679626,3,-95.421708,Google,Health and medical,77025
Crosscreek Counseling Center,counciling and mental health,Public Health,29.760042,3,-95.362112,Google,Health and medical,77010
Southwest MHMRA Clinic,counciling and mental health,Public Health,29.67845,3,-95.5383613,Google,Health and medical,77036
Compass Counseling Solutions,counciling and mental health,Public Health,29.9620666,3,-95.5308752,Google,Health and medical,77066
Veteran Counseling,counciling and mental health,Public Health,29.7799269,3,-95.4576088,Google,Health and medical,77056
TrueSelf Transition,counciling and mental health,Public Health,29.7408078,3,-95.4856983,Google,Health and medical,77057
"Ms. Enod Gray, LCSW, CSAT, Level II EMDR",counciling and mental health,Public Health,29.737141,3,-95.433828,Google,Health and medical,77046
Moran Rose M,counciling and mental health,Public Health,29.763446,3,-95.41096,Google,Health and medical,77007
MedCenter TMJ,medcenters,Public Health,29.6995129,3,-95.4098941,Google,Health and medical,77030
Medcenter Suites,medcenters,Public Health,29.704552,3,-95.41177,Google,Health and medical,77030
Medcenter Ambulatory Surgery,medcenters,Public Health,29.6973509,3,-95.4163026,Google,Health and medical,77030
Texas Medical Center,medcenters,Public Health,29.709689,3,-95.397822,Google,Health and medical,77030
St. Joseph Medical Center,hospitals,Public Health,29.7478028,3,-95.3659865,Google,Health and medical,77002
HCA Houston Healthcare Northwest,hospitals,Public Health,30.0205658,3,-95.4426393,Google,Health and medical,77090
Harris County Hospital District,hospitals,Public Health,29.7738652,3,-95.360979,Google,Health and medical,77201
CHI St. Luke's Health–Sugar Land Hospital,hospitals,Public Health,29.6050365,3,-95.6197761,Google,Health and medical,77478
Hospital,hospitals,Public Health,29.8527143,3,-95.3839616,Google,Health and medical,77076
CHI St. Luke's Health–The Vintage Hospital,hospitals,Public Health,29.9893519,3,-95.5674709,Google,Health and medical,77070
Memorial Hermann Healthcare,hospitals,Public Health,29.6941917,3,-95.5219027,Google,Health and medical,77036
Hospital,hospitals,Public Health,29.9741783,3,-95.7021829,Google,Health and medical,77433
HCA Houston Healthcare North Cypress,hospitals,Public Health,29.9251,3,-95.63163,Google,Health and medical,77095
Houston Methodist Baytown Hospital,hospitals,Public Health,29.7691568,3,-94.9796029,Google,Health and medical,77520
Kindred Hospital Bay Area,hospitals,Public Health,29.6374927,3,-95.1604694,Google,Health and medical,77505
clear lake hospital,hospitals,Public Health,29.5423662,3,-95.1375062,Google,Health and medical,77598
Kindred Hospital Spring,hospitals,Public Health,30.02528,3,-95.435723,Google,Health and medical,77090
